query_item,recommendation_item,score,rank,recommendation_theme,model_version,created_at
119,200,0.95722145,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
119,175,0.95511967,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
120,61,0.93227553,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
120,170,0.9243854,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
120,119,0.9227786,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
121,15,0.93821365,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
121,45,0.93187624,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
121,14,0.93187606,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
122,20,0.98626703,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
122,76,0.85573727,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
122,98,0.8436738,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
123,173,0.96191,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
123,116,0.9307825,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
123,142,0.91845393,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
124,161,0.9310281,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
124,79,0.9281315,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
124,199,0.9154063,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
125,57,0.89617586,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
125,114,0.8574438,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
125,209,0.8574438,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
126,23,0.9491382,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
126,171,0.93871665,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
126,210,0.9376523,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
127,50,0.9563788,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
127,100,0.92691433,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
127,137,0.89785314,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
128,115,0.9874613,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
128,77,0.98134804,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
128,197,0.9804324,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
129,167,0.9533853,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
129,142,0.92822725,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
129,22,0.92728144,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
130,46,0.9139548,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
130,64,0.9006834,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
130,24,0.8808521,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
131,172,0.9345414,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
131,132,0.9183801,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
131,204,0.9127729,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
132,198,0.94707173,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
132,44,0.9465843,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
132,188,0.94219476,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
133,103,0.93466103,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
133,44,0.9311918,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
133,82,0.92819,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
134,84,0.9341409,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
134,152,0.9321571,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
134,23,0.9262421,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
135,112,0.9486281,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
135,132,0.936204,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
135,185,0.9328009,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
136,27,0.9811456,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
136,153,0.89830965,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
136,43,0.88037604,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
137,48,0.9317551,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
137,13,0.9310602,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
137,119,0.92870706,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
138,192,0.9340165,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
138,104,0.9328548,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
138,2,0.92529386,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
139,15,0.9474232,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
139,132,0.93977153,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
139,113,0.9374303,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
140,144,0.9623128,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
140,163,0.95026207,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
140,151,0.9460282,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
141,173,0.92663115,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
141,123,0.91805434,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
141,73,0.9112203,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
142,172,0.95904034,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
142,192,0.944912,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
142,173,0.937557,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
143,171,0.9276317,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
143,103,0.9268014,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
143,208,0.9262187,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
144,140,0.9623128,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
144,156,0.95623845,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
144,163,0.9545466,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
145,19,0.9032365,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
145,35,0.88896275,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
145,60,0.8797988,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
146,78,0.9494691,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
146,15,0.9322996,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
146,92,0.92776614,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
147,51,0.91543764,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
147,26,0.91521746,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
147,9,0.90895605,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
148,190,0.9266361,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
148,65,0.91053295,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
148,4,0.9079711,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
149,63,0.8548072,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
149,24,0.85360056,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
149,95,0.85117084,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
150,190,0.92328095,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
150,23,0.9147358,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
150,78,0.91347915,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
151,156,0.9622116,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
151,140,0.9460282,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
151,144,0.94427854,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
152,84,0.9458261,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
152,204,0.9437208,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
152,3,0.9378985,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
153,195,0.93016875,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
153,190,0.9203854,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
153,104,0.91467106,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
154,161,0.92596906,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
154,198,0.92084783,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
154,111,0.91981083,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
155,103,0.9436039,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
155,40,0.9410186,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
155,201,0.9373594,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
156,151,0.9622116,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
156,144,0.95623845,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
156,86,0.9506173,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
157,78,0.9289328,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
157,84,0.92666507,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
157,146,0.9207957,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
158,183,0.9447185,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
158,42,0.92785805,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
158,10,0.9251634,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
159,142,0.8722657,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
159,31,0.8632399,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
159,32,0.86172336,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
160,19,0.8890988,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
160,156,0.8597776,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
160,142,0.85958743,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
161,79,0.9421026,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
161,188,0.9356946,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
161,139,0.9323945,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
162,51,0.90933603,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
162,26,0.9087832,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
162,59,0.90576917,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
163,144,0.9545466,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
163,140,0.95026207,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
163,156,0.9479113,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
164,181,0.94289744,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
164,204,0.92950684,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
164,171,0.9267226,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
165,106,0.92059934,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
165,30,0.9193407,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
165,144,0.91346306,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
166,128,0.9528413,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
166,197,0.94710493,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
166,76,0.9466329,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
167,129,0.9533853,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
167,32,0.88090277,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
167,142,0.87395644,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
168,106,0.92321545,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
168,32,0.907507,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
168,165,0.9003424,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
169,69,0.9442574,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
169,9,0.9399019,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
169,78,0.9387583,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
170,40,0.9530525,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
170,112,0.942373,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
170,119,0.93853813,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
171,181,0.9454611,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
171,204,0.9442135,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
171,126,0.93871665,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
172,142,0.95904034,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
172,192,0.9481696,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
172,204,0.9441174,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
173,123,0.96191,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
173,142,0.937557,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
173,31,0.93070346,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
174,74,0.9486594,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
174,180,0.9422835,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
174,211,0.93865454,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
175,119,0.95511967,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
175,64,0.9501634,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
175,32,0.9450275,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
176,119,0.9610836,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
176,200,0.9430771,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
176,175,0.9424741,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
177,81,0.9026887,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
177,13,0.8977883,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
177,119,0.89393634,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
178,103,0.98444283,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
178,97,0.9705337,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
178,211,0.9413314,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
179,187,0.95352167,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
179,75,0.930636,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
179,206,0.9101252,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
180,174,0.9422835,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
180,38,0.93633956,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
180,83,0.9330536,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
181,171,0.9454611,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
181,164,0.94289744,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
181,204,0.942759,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
182,132,0.92136866,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
182,101,0.9190782,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
182,152,0.91713494,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
183,158,0.9447185,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
183,25,0.9376972,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
183,112,0.9343459,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
184,106,0.91723204,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
184,7,0.91671264,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
184,104,0.9151058,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
185,110,0.9428795,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
185,56,0.93956995,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
185,204,0.93673253,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
186,152,0.9195785,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
186,183,0.9189059,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
186,157,0.9140952,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
187,179,0.95352167,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
187,75,0.9512282,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
187,206,0.8851901,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
188,132,0.94219476,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
188,161,0.9356946,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
188,92,0.9316465,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
189,73,0.9643627,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
189,163,0.9451153,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
189,144,0.9391601,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
190,15,0.9289087,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
190,11,0.92777413,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
190,14,0.92746884,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
191,57,0.88983935,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
191,34,0.83371615,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
191,145,0.8279957,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
192,172,0.9481696,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
192,142,0.944912,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
192,32,0.9425947,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
193,68,0.9727412,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
193,200,0.94642925,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
193,119,0.9382941,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
194,198,0.9663628,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
194,9,0.9561737,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
194,69,0.94359696,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
195,104,0.94996345,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
195,119,0.94201916,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
195,40,0.93779624,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
196,52,0.9830954,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
196,18,0.9572165,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
196,86,0.94981295,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
197,77,0.98564726,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
197,115,0.98557127,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
197,128,0.9804324,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
198,194,0.9663628,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
198,42,0.95795316,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
198,132,0.94707173,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
199,9,0.9272265,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
199,23,0.92150664,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
199,161,0.92054474,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
200,119,0.95722145,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
200,201,0.94660443,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
200,193,0.94642925,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
201,200,0.94660443,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
201,155,0.9373594,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
201,152,0.9355578,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
202,44,0.93206847,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
202,74,0.9289565,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
202,211,0.9283012,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
203,24,0.9146267,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
203,63,0.9076479,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
203,95,0.89123964,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
204,171,0.9442135,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
204,172,0.9441174,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
204,152,0.9437208,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
205,123,0.8828643,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
205,175,0.875322,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
205,142,0.874847,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
206,179,0.9101252,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
206,64,0.90157986,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
206,46,0.9013147,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
207,48,0.8229809,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
207,177,0.81897295,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
207,21,0.8113958,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
208,211,0.9464679,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
208,44,0.9424553,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
208,198,0.9417176,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
209,209,1.0,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
209,47,0.95146275,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
209,49,0.943758,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
210,126,0.9376523,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
210,23,0.937237,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
210,171,0.93416315,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
211,111,0.9698661,1,word2vec,0.0.1,2024-11-03 17:34:18.700163
211,103,0.9481872,2,word2vec,0.0.1,2024-11-03 17:34:18.700163
211,208,0.9464679,3,word2vec,0.0.1,2024-11-03 17:34:18.700163
